,ticker,Price,5yearincrease,5yearscore,3yearincrease,3yearscore,1yearincrease,1yearscore,6monthincrease,6monthscore,3monthincrease,3monthscore,Score
0,MMM,178.47999572753906,-0.0011193024201936463,0.12981744421906694,-0.0690105394762951,0.06896551724137931,0.0457608111700023,0.2636916835699797,-0.10343100838463026,0.15212981744421905,0.0073940146307647225,0.40973630831643,0.204868154158215
1,AOS,79.55000305175781,0.6765016179702548,0.45841784989858014,0.7114888949056637,0.6024340770791075,0.3706065092510351,0.8073022312373225,0.15911418090281204,0.8113590263691683,0.24960733965492876,0.9675456389452333,0.7294117647058822
2,ABT,126.05000305175781,2.1200494626470334,0.8356997971602433,0.7874363166770113,0.6572008113590263,0.11598057952598739,0.41784989858012167,0.06596197083938948,0.5821501014198783,0.0773504534338274,0.6531440162271805,0.62920892494929
3,ABBV,135.2100067138672,1.202834870657962,0.6409736308316429,0.5505735257550695,0.5030425963488844,0.2152615865341394,0.6044624746450304,0.1503318500995996,0.7951318458417851,0.24583072177883203,0.9655172413793103,0.7018255578093306
4,ABMD,302.0199890136719,1.6915603910334998,0.7626774847870181,-0.08567455099009358,0.06288032454361055,-0.13352079662296412,0.07302231237322515,-0.06651424541908568,0.21703853955375255,-0.1012646927999945,0.10953346855983773,0.24503042596348884
5,ACN,343.739990234375,1.9761038115530303,0.81947261663286,1.3051234005489563,0.8559837728194727,0.33263544615364227,0.7606490872210954,0.09380761010838179,0.6795131845841784,0.04106850160333275,0.5091277890466531,0.724949290060852
6,ATVI,82.1500015258789,1.113998976726617,0.6105476673427992,0.7338539399308379,0.6206896551724138,-0.13160673519088928,0.07910750507099391,-0.09196418240923243,0.1845841784989858,0.09169437243692902,0.7119675456389453,0.4413793103448276
7,ADBE,516.5800170898438,3.705164521196256,0.9432048681541582,1.113666243824217,0.8012170385395538,0.09440284122137288,0.3671399594320487,-0.1717226411680216,0.07099391480730223,-0.12609957139508787,0.07707910750507099,0.45192697768762685
8,AAP,234.33999633789062,0.36466337451689834,0.27586206896551724,0.4093095865903249,0.40365111561866124,0.4059275656060215,0.8539553752535497,0.11436589385893403,0.7281947261663286,0.1142068665709195,0.7768762677484787,0.6077079107505071
9,AES,23.06999969482422,0.9667519688944435,0.5801217038539553,0.4893479687352431,0.45233265720081134,-0.15432554566914758,0.05070993914807302,-0.03955040569669921,0.2961460446247465,-0.03674325845855331,0.2616632860040568,0.3281947261663286
10,AFL,62.7599983215332,0.8070831888497045,0.5172413793103449,0.32628906860280016,0.3488843813387424,0.35492225248321807,0.7890466531440162,0.18192090630887736,0.8417849898580121,0.16308375438043332,0.8864097363083164,0.6766734279918865
11,A,140.42999267578125,1.9477328815057646,0.8113590263691683,0.9829143360762311,0.7464503042596349,0.1057479738250493,0.3935091277890466,-0.06566873037639054,0.21906693711967545,-0.06517113876559222,0.1724137931034483,0.46855983772819476
12,AIG,58.84000015258789,-0.11238498506634376,0.09330628803245436,0.35920533398471344,0.3752535496957404,0.43337396458381106,0.8762677484787018,0.23717406336391633,0.9006085192697769,0.04678884737505262,0.5375253549695741,0.5565922920892495
13,APD,285.57000732421875,0.9630852060759916,0.5740365111561866,0.8308117396223258,0.6815415821501014,0.010473876105170365,0.204868154158215,-0.010018665383304759,0.3630831643002028,0.025680603231276633,0.45841784989858014,0.45638945233265715
14,AKAM,113.16999816894531,0.6406203633153333,0.4421906693711968,0.745642371935503,0.6308316430020284,0.029286051023893256,0.24137931034482757,-0.03240424884742066,0.31643002028397565,0.10820598438275231,0.7505070993914807,0.47626774847870185
15,ALK,54.369998931884766,-0.4229463147158403,0.038539553752535496,-0.15600744369324293,0.05070993914807302,-0.01073508301339432,0.16835699797160242,-0.06226286027687544,0.22920892494929007,-0.046809290687016,0.22515212981744423,0.14239350912778906
16,ALB,219.69000244140625,1.3609886645485294,0.7018255578093305,1.917917383051841,0.947261663286004,0.24533755388494938,0.6490872210953347,0.13970745332022338,0.7768762677484787,-0.01775016165474419,0.31643002028397565,0.6782961460446247
17,ARE,206.33999633789062,0.877354103018966,0.5517241379310345,0.6809775669074594,0.5882352941176471,0.20216730990232645,0.5760649087221096,0.06245810825749443,0.5659229208924949,0.04465366481697375,0.5253549695740365,0.5614604462474645
18,ALGN,497.5899963378906,4.495195798651396,0.9614604462474645,1.339728220351065,0.8681541582150102,-0.08499292294773064,0.10547667342799188,-0.2075582719445217,0.04056795131845842,-0.1654254792051323,0.05273833671399594,0.4056795131845842
19,ALLE,122.93000030517578,0.8463502091379931,0.5436105476673427,0.5035469311797092,0.4543610547667343,0.06858483420425188,0.3184584178498986,-0.09590351399910002,0.17849898580121704,-0.046462906832498096,0.22920892494929007,0.3448275862068966
20,LNT,59.41999816894531,0.5938841232458327,0.42190669371196754,0.39713143368041437,0.3935091277890466,0.1943718224913631,0.5598377281947262,0.03231405057813941,0.48073022312373226,0.07140279750890488,0.6348884381338743,0.49817444219066936
21,ALL,120.93000030517578,0.6293451672895316,0.436105476673428,0.4299397036958583,0.41784989858012167,0.09221458609019173,0.35699797160243407,-0.0570760210122746,0.2393509127789047,-0.03794746824878992,0.25557809330628806,0.3411764705882353
22,GOOGL,2702.330078125,2.2780548711514577,0.8661257606490872,1.458630622798268,0.8843813387423936,0.43424358098308913,0.8782961460446248,0.052133073530584495,0.5294117647058824,-0.01792015539029146,0.3144016227180527,0.6945233265720081
23,GOOG,2713.0400390625,2.382105002459515,0.8742393509127789,1.4892558751166636,0.8904665314401623,0.43452216209517514,0.8803245436105476,0.017426870290986107,0.45233265720081134,-0.016301653711928932,0.32860040567951315,0.6851926977687627
24,MO,50.09000015258789,-0.2797987353744349,0.05882352941176471,0.06438586253455902,0.13184584178498984,0.19432526925951477,0.5578093306288032,0.06597144846542258,0.5841784989858012,0.04528384946911057,0.5273833671399594,0.37200811359026364
25,AMZN,3125.97998046875,2.863813983693027,0.9087221095334685,0.8461747643873219,0.691683569979716,-0.054735578365871174,0.13184584178498984,-0.14074926394356602,0.10344827586206896,-0.04819931534949384,0.2210953346855984,0.4113590263691684
26,AMCR,12.40999984741211,0.16745058455390338,0.2028397565922921,0.29676073596155494,0.32048681541582147,0.10311109754774295,0.38336713995943206,0.09146877505020212,0.665314401622718,0.06341043412856306,0.6105476673427992,0.43651115618661257
27,AMD,128.27000427246094,12.128966045291426,0.9939148073022313,5.334321198640047,0.9939148073022313,0.40139851396430104,0.847870182555781,0.4063151579868536,0.973630831643002,0.17506412577178065,0.9066937119675457,0.9432048681541583
28,AEE,87.63999938964844,0.6915652782597383,0.46247464503042596,0.3068893912958002,0.33468559837728196,0.2216337050367938,0.6186612576064909,0.062431830030884816,0.563894523326572,0.06101696136358159,0.6024340770791075,0.5164300202839757
29,AAL,17.309999465942383,-0.6337283097605321,0.002028397565922921,-0.48451463603155176,0.010141987829614604,0.09349333855775765,0.3630831643002028,-0.18194708928320646,0.06490872210953347,-0.1172871531271179,0.08924949290060852,0.10588235294117646
30,AEP,90.30000305175781,0.44019141870779843,0.32251521298174446,0.18815793489155008,0.2150101419878296,0.1152278830479887,0.4158215010141988,0.06385492428985184,0.5780933062880325,0.081955476184012,0.6855983772819472,0.44340770791075046
31,AXP,161.38999938964844,1.1044463978594323,0.6085192697768762,0.6221731114180729,0.5456389452332657,0.26649924666988567,0.6855983772819472,-0.055646546790377394,0.24746450304259635,-0.04344477108832101,0.23529411764705885,0.4645030425963489
32,AMT,249.0,1.3841439503957877,0.7079107505070994,0.5147827752986964,0.4685598377281947,0.12061207659692474,0.42190669371196754,-0.11576706461977815,0.12981744421906694,-0.05746079603541787,0.18864097363083165,0.38336713995943206
33,AWK,161.02000427246094,1.240434090982676,0.6572008113590263,0.7396284412229979,0.6227180527383367,0.0007458693631385849,0.18255578093306288,-0.02067871265264709,0.3448275862068966,-0.049468653636104754,0.2129817444219067,0.4040567951318458
34,AMP,311.8299865722656,1.7600458249865025,0.7768762677484787,1.629479688015076,0.9148073022312373,0.47131255534676786,0.9127789046653144,0.2630831999549059,0.9188640973630833,0.12028014993575797,0.7890466531440162,0.8624746450304259
35,ABC,132.38999938964844,0.5489645197007442,0.3935091277890466,0.7401419059326162,0.6247464503042596,0.26193875482118667,0.6754563894523327,0.10472299261736362,0.7018255578093305,0.11401887806552846,0.7728194726166329,0.6336713995943205
36,AME,138.83999633789062,1.739542136974126,0.77079107505071,0.949178573559281,0.7281947261663286,0.16203542381164104,0.5010141987829615,0.0121746605762032,0.4462474645030426,0.11724470981256085,0.7809330628803245,0.6454361054766735
37,AMGN,231.3000030517578,0.5039011603525079,0.36511156186612576,0.14550319507347864,0.18255578093306288,-0.08225209628990382,0.10953346855983773,-0.0549154291891264,0.24949290060851925,0.13599529668680965,0.8397565922920893,0.349290060851927
38,APH,78.51000213623047,1.30200859668689,0.6876267748478702,0.918856174495055,0.7160243407707911,0.1797144783775746,0.5334685598377282,0.12109101106311249,0.7342799188640974,0.05481663058344721,0.5882352941176471,0.6519269776876269
39,ADI,163.05999755859375,1.2509662073863996,0.6612576064908723,0.8360545213506219,0.6855983772819472,0.023667552460052477,0.22718052738336714,0.006418919014369973,0.41987829614604466,-0.00784915422582566,0.3488843813387424,0.46855983772819465
40,ANSS,337.1000061035156,2.605733381176523,0.8945233265720082,1.129366504340625,0.8052738336713996,-0.0934759872460712,0.09939148073022314,-0.058984463151578126,0.23732251521298176,-0.03079264980953822,0.2738336713995943,0.46206896551724136
41,ANTM,448.2900085449219,2.0267369299679174,0.8275862068965517,0.7117491445663122,0.6044624746450304,0.3935032375952263,0.8275862068965517,0.1665105979301411,0.8174442190669372,0.19400717530866696,0.9290060851926978,0.8012170385395537
42,AON,270.6300048828125,1.4103135716520288,0.7180527383367139,0.7746229828381148,0.6511156186612576,0.2919750002658834,0.7200811359026369,0.1639499861364273,0.8154158215010142,-0.0999102245097746,0.11359026369168357,0.6036511156186611
43,APA,32.380001068115234,-0.47958854977744536,0.030425963488843813,0.02177344658975522,0.11156186612576065,0.9459135971037644,0.9858012170385396,0.7742466338693279,0.997971602434077,0.3157253256830648,0.9878296146044625,0.6227180527383367
44,AAPL,166.22999572753906,4.551177072019498,0.9634888438133875,3.266136149790282,0.9837728194726166,0.21451013120307083,0.6004056795131846,0.13235689558487773,0.7586206896551724,0.17968910231629076,0.9148073022312373,0.8442190669371197
45,AMAT,143.07000732421875,3.2391113281250004,0.9310344827586207,3.1421541265768207,0.9776876267748479,0.32509035571618794,0.7505070993914807,0.04293639716367603,0.5010141987829615,0.11590359435449837,0.7789046653144017,0.7878296146044624
46,APTV,145.8800048828125,1.4168149833351515,0.7241379310344827,1.0506045281754592,0.7748478701825557,0.01411191305641002,0.21095334685598377,-0.05573176454273954,0.2454361054766734,-0.11523531924628538,0.09127789046653144,0.4093306288032454
47,ADM,71.0,0.595505617977528,0.4239350912778905,0.6355678472602591,0.5578093306288032,0.34495167207160393,0.7789046653144017,0.2367183450393353,0.8985801217038539,0.1284170703463663,0.821501014198783,0.6961460446247465
48,ANET,125.30999755859375,4.586714037167362,0.9655172413793103,1.2677464280985395,0.8417849898580121,0.608291036208167,0.9594320486815415,0.34247528400629434,0.9574036511156188,0.30568644952488633,0.9858012170385396,0.9419878296146044
